COL1,COL2,COL3,COL4
vers,le,bâtiment,principal
le,bâtiment,principal,car
bâtiment,principal,car,il
principal,car,il,avait
car,il,avait,faim
il,avait,faim,dans
avait,faim,dans,la
faim,dans,la,grande
dans,la,grande,salle
la,grande,salle,où
grande,salle,où,il
salle,où,il,avait
où,il,avait,dîné
il,avait,dîné,la
avait,dîné,la,veille
dîné,la,veille,une
la,veille,une,paysanne
veille,une,paysanne,mettait
une,paysanne,mettait,le
paysanne,mettait,le,couvert
mettait,le,couvert,dès
le,couvert,dès,que
couvert,dès,que,meaulnes
dès,que,meaulnes,se
que,meaulnes,se,fut
meaulnes,se,fut,assis
se,fut,assis,devant
fut,assis,devant,un
assis,devant,un,des
devant,un,des,bols
un,des,bols,alignés
des,bols,alignés,sur
bols,alignés,sur,la
alignés,sur,la,nappe
sur,la,nappe,elle
la,nappe,elle,lui
nappe,elle,lui,versa
elle,lui,versa,le
lui,versa,le,café
versa,le,café,en
le,café,en,disant:
café,en,disant:,vous
en,disant:,vous,êtes
disant:,vous,êtes,le
vous,êtes,le,premier
êtes,le,premier,monsieur
le,premier,monsieur,il
premier,monsieur,il,ne
monsieur,il,ne,voulut
il,ne,voulut,rien
ne,voulut,rien,répondre
voulut,rien,répondre,tant
rien,répondre,tant,il
répondre,tant,il,craignait
tant,il,craignait,d
il,craignait,d,être
craignait,d,être,soudain
d,être,soudain,reconnu
être,soudain,reconnu,comme
soudain,reconnu,comme,un
reconnu,comme,un,étranger
comme,un,étranger,il
un,étranger,il,demanda
étranger,il,demanda,seulement
il,demanda,seulement,à
demanda,seulement,à,quelle
seulement,à,quelle,heure
à,quelle,heure,partirait
quelle,heure,partirait,le
heure,partirait,le,bateau
partirait,le,bateau,pour
le,bateau,pour,la
bateau,pour,la,promenade
pour,la,promenade,matinale
la,promenade,matinale,qu
promenade,matinale,qu,on
matinale,qu,on,avait
qu,on,avait,annoncée
on,avait,annoncée,pas
avait,annoncée,pas,avant
annoncée,pas,avant,une
pas,avant,une,demi-heure
avant,une,demi-heure,monsieur:
une,demi-heure,monsieur:,personne
demi-heure,monsieur:,personne,n
monsieur:,personne,n,est
personne,n,est,descendu
n,est,descendu,encore
est,descendu,encore,fut
descendu,encore,fut,la
encore,fut,la,réponse
fut,la,réponse,il
la,réponse,il,continua
réponse,il,continua,donc
il,continua,donc,d
continua,donc,d,errer
donc,d,errer,en
d,errer,en,cherchant
errer,en,cherchant,le
en,cherchant,le,lieu
cherchant,le,lieu,de
le,lieu,de,l
lieu,de,l,embarcadère
de,l,embarcadère,autour
l,embarcadère,autour,de
embarcadère,autour,de,la
autour,de,la,longue
de,la,longue,maison
la,longue,maison,châtelaine
longue,maison,châtelaine,aux
maison,châtelaine,aux,ailes
châtelaine,aux,ailes,inégales
aux,ailes,inégales,comme
ailes,inégales,comme,une
inégales,comme,une,église
comme,une,église,lorsqu
une,église,lorsqu,il
église,lorsqu,il,eut
lorsqu,il,eut,contourné
il,eut,contourné,l
eut,contourné,l,aile
contourné,l,aile,sud
l,aile,sud,il
aile,sud,il,aperçut
sud,il,aperçut,soudain
il,aperçut,soudain,les
aperçut,soudain,les,roseaux
soudain,les,roseaux,à
les,roseaux,à,perte
roseaux,à,perte,de
à,perte,de,vue
perte,de,vue,qui
de,vue,qui,formaient
vue,qui,formaient,tout
qui,formaient,tout,le
formaient,tout,le,paysage
tout,le,paysage,l
le,paysage,l,eau
paysage,l,eau,des
l,eau,des,étangs
eau,des,étangs,venait
des,étangs,venait,de
étangs,venait,de,ce
venait,de,ce,côté
de,ce,côté,mouiller
ce,côté,mouiller,le
côté,mouiller,le,pied
mouiller,le,pied,des
le,pied,des,murs
pied,des,murs,et
des,murs,et,il
murs,et,il,y
et,il,y,avait
il,y,avait,devant
y,avait,devant,plusieurs
avait,devant,plusieurs,portes
devant,plusieurs,portes,de
plusieurs,portes,de,petits
portes,de,petits,balcons
de,petits,balcons,de
petits,balcons,de,bois
balcons,de,bois,qui
de,bois,qui,surplombaient
bois,qui,surplombaient,les
qui,surplombaient,les,vagues
surplombaient,les,vagues,clapotantes
les,vagues,clapotantes,désoeuvré
vagues,clapotantes,désoeuvré,le
clapotantes,désoeuvré,le,promeneur
désoeuvré,le,promeneur,erra
le,promeneur,erra,un
promeneur,erra,un,long
erra,un,long,moment
un,long,moment,sur
long,moment,sur,la
moment,sur,la,rive
sur,la,rive,sablée
la,rive,sablée,comme
rive,sablée,comme,un
sablée,comme,un,chemin
comme,un,chemin,de
un,chemin,de,halage
chemin,de,halage,il
de,halage,il,examinait
halage,il,examinait,curieusement
il,examinait,curieusement,les
examinait,curieusement,les,grandes
curieusement,les,grandes,portes
les,grandes,portes,aux
grandes,portes,aux,vitres
portes,aux,vitres,poussiéreuses
aux,vitres,poussiéreuses,qui
vitres,poussiéreuses,qui,donnaient
poussiéreuses,qui,donnaient,sur
qui,donnaient,sur,des
donnaient,sur,des,pièces
sur,des,pièces,délabrées
des,pièces,délabrées,ou
pièces,délabrées,ou,abandonnées
délabrées,ou,abandonnées,sur
ou,abandonnées,sur,des
abandonnées,sur,des,débarras
sur,des,débarras,encombrés
des,débarras,encombrés,de
débarras,encombrés,de,brouettes
encombrés,de,brouettes,d
de,brouettes,d,outils
brouettes,d,outils,rouillés
d,outils,rouillés,et
outils,rouillés,et,de
rouillés,et,de,pots
et,de,pots,de
de,pots,de,fleurs
pots,de,fleurs,brisés
de,fleurs,brisés,lorsque
fleurs,brisés,lorsque,soudain
brisés,lorsque,soudain,à
lorsque,soudain,à,l
soudain,à,l,autre
à,l,autre,bout
l,autre,bout,des
autre,bout,des,bâtiments
bout,des,bâtiments,il
des,bâtiments,il,entendit
bâtiments,il,entendit,des
il,entendit,des,pas
entendit,des,pas,grincer
des,pas,grincer,sur
pas,grincer,sur,le
grincer,sur,le,sable
sur,le,sable,c
le,sable,c,étaient
sable,c,étaient,deux
c,étaient,deux,femmes
étaient,deux,femmes,l
deux,femmes,l,une
femmes,l,une,très
l,une,très,vieille
une,très,vieille,et
très,vieille,et,courbée
vieille,et,courbée,l
et,courbée,l,autre
courbée,l,autre,une
l,autre,une,jeune
autre,une,jeune,fille
une,jeune,fille,blonde
jeune,fille,blonde,élancée
fille,blonde,élancée,dont
blonde,élancée,dont,le
élancée,dont,le,charmant
dont,le,charmant,costume
le,charmant,costume,après
charmant,costume,après,tous
costume,après,tous,les
après,tous,les,déguisements
tous,les,déguisements,de
les,déguisements,de,la
déguisements,de,la,veille
de,la,veille,parut
la,veille,parut,d
veille,parut,d,abord
parut,d,abord,à
d,abord,à,meaulnes
abord,à,meaulnes,extraordinaire
à,meaulnes,extraordinaire,elles
meaulnes,extraordinaire,elles,s
extraordinaire,elles,s,arrêtèrent
elles,s,arrêtèrent,un
s,arrêtèrent,un,instant
arrêtèrent,un,instant,pour
un,instant,pour,regarder
instant,pour,regarder,le
pour,regarder,le,paysage
regarder,le,paysage,tandis
le,paysage,tandis,que
paysage,tandis,que,meaulnes
tandis,que,meaulnes,se
que,meaulnes,se,disait
meaulnes,se,disait,avec
se,disait,avec,un
disait,avec,un,étonnement
avec,un,étonnement,qui
un,étonnement,qui,lui
étonnement,qui,lui,parut
qui,lui,parut,plus
lui,parut,plus,tard
parut,plus,tard,bien
plus,tard,bien,grossier:
tard,bien,grossier:,voilà
bien,grossier:,voilà,sans
grossier:,voilà,sans,doute
voilà,sans,doute,ce
sans,doute,ce,qu
doute,ce,qu,on
ce,qu,on,appelle
qu,on,appelle,une
on,appelle,une,jeune
appelle,une,jeune,fille
une,jeune,fille,excentrique
jeune,fille,excentrique,peut-
fille,excentrique,peut-,être
excentrique,peut-,être,une
peut-,être,une,actrice
être,une,actrice,qu
une,actrice,qu,on
actrice,qu,on,a
qu,on,a,mandée
on,a,mandée,pour
a,mandée,pour,la
mandée,pour,la,fête
pour,la,fête,cependant
la,fête,cependant,les
fête,cependant,les,deux
cependant,les,deux,femmes
les,deux,femmes,passaient
deux,femmes,passaient,près
femmes,passaient,près,de
passaient,près,de,lui
près,de,lui,et
de,lui,et,meaulnes
lui,et,meaulnes,immobile
et,meaulnes,immobile,regarda
meaulnes,immobile,regarda,la
immobile,regarda,la,jeune
regarda,la,jeune,fille
la,jeune,fille,souvent
jeune,fille,souvent,plus
fille,souvent,plus,tard
souvent,plus,tard,lorsqu
plus,tard,lorsqu,il
tard,lorsqu,il,s
lorsqu,il,s,endormait
il,s,endormait,après
s,endormait,après,avoir
endormait,après,avoir,désespérément
après,avoir,désespérément,essayé
avoir,désespérément,essayé,de
désespérément,essayé,de,se
essayé,de,se,rappeler
de,se,rappeler,le
se,rappeler,le,beau
rappeler,le,beau,visage
le,beau,visage,effacé
beau,visage,effacé,il
visage,effacé,il,voyait
effacé,il,voyait,en
il,voyait,en,rêve
voyait,en,rêve,passer
en,rêve,passer,des
rêve,passer,des,rangées
passer,des,rangées,de
des,rangées,de,jeunes
rangées,de,jeunes,femmes
de,jeunes,femmes,qui
jeunes,femmes,qui,ressemblaient
femmes,qui,ressemblaient,à
qui,ressemblaient,à,celle-ci
ressemblaient,à,celle-ci,l
à,celle-ci,l,une
celle-ci,l,une,avait
l,une,avait,un
une,avait,un,chapeau
avait,un,chapeau,comme
un,chapeau,comme,elle
chapeau,comme,elle,et
comme,elle,et,l
elle,et,l,autre
et,l,autre,son
l,autre,son,air
autre,son,air,un
son,air,un,peu
air,un,peu,penché
un,peu,penché,l
peu,penché,l,autre
penché,l,autre,son
l,autre,son,regard
autre,son,regard,si
son,regard,si,pur
regard,si,pur,l
si,pur,l,autre
pur,l,autre,encore
l,autre,encore,sa
autre,encore,sa,taille
encore,sa,taille,fine
sa,taille,fine,et
taille,fine,et,l
fine,et,l,autre
et,l,autre,avait
l,autre,avait,aussi
autre,avait,aussi,ses
avait,aussi,ses,yeux
aussi,ses,yeux,bleus:
ses,yeux,bleus:,mais
yeux,bleus:,mais,aucune
bleus:,mais,aucune,de
mais,aucune,de,ces
aucune,de,ces,femmes
de,ces,femmes,n
ces,femmes,n,était
femmes,n,était,jamais
n,était,jamais,la
était,jamais,la,grande
jamais,la,grande,jeune
la,grande,jeune,fille
grande,jeune,fille,meaulnes
jeune,fille,meaulnes,eut
fille,meaulnes,eut,le
meaulnes,eut,le,temps
eut,le,temps,d
le,temps,d,apercevoir
temps,d,apercevoir,sous
d,apercevoir,sous,une
apercevoir,sous,une,lourde
sous,une,lourde,chevelure
une,lourde,chevelure,blonde
lourde,chevelure,blonde,un
chevelure,blonde,un,visage
blonde,un,visage,aux
un,visage,aux,traits
visage,aux,traits,un
aux,traits,un,peu
traits,un,peu,courts
un,peu,courts,mais
peu,courts,mais,dessinés
courts,mais,dessinés,avec
mais,dessinés,avec,une
dessinés,avec,une,finesse
avec,une,finesse,presque
une,finesse,presque,douloureuse
finesse,presque,douloureuse,et
presque,douloureuse,et,comme
douloureuse,et,comme,déjà
et,comme,déjà,elle
comme,déjà,elle,était
déjà,elle,était,passée
elle,était,passée,devant
était,passée,devant,lui
passée,devant,lui,il
devant,lui,il,regarda
lui,il,regarda,sa
il,regarda,sa,toilette
regarda,sa,toilette,qui
sa,toilette,qui,était
toilette,qui,était,bien
qui,était,bien,la
était,bien,la,plus
bien,la,plus,simple
la,plus,simple,et
plus,simple,et,la
simple,et,la,plus
et,la,plus,sage
la,plus,sage,des
plus,sage,des,toilettes
sage,des,toilettes,perplexe
des,toilettes,perplexe,il
toilettes,perplexe,il,se
perplexe,il,se,demandait
il,se,demandait,s
se,demandait,s,il
demandait,s,il,allait
s,il,allait,les
il,allait,les,accompagner
allait,les,accompagner,lorsque
les,accompagner,lorsque,la
accompagner,lorsque,la,jeune
lorsque,la,jeune,fille
la,jeune,fille,se
jeune,fille,se,tournant
fille,se,tournant,imperceptiblement
se,tournant,imperceptiblement,vers
tournant,imperceptiblement,vers,lui
imperceptiblement,vers,lui,dit
vers,lui,dit,à
lui,dit,à,sa
dit,à,sa,compagne:
à,sa,compagne:,le
sa,compagne:,le,bateau
compagne:,le,bateau,ne
le,bateau,ne,va
bateau,ne,va,pas
ne,va,pas,tarder
va,pas,tarder,maintenant
pas,tarder,maintenant,je
tarder,maintenant,je,pense
maintenant,je,pense,et
je,pense,et,meaulnes
pense,et,meaulnes,les
et,meaulnes,les,suivit
meaulnes,les,suivit,la
les,suivit,la,vieille
suivit,la,vieille,dame
la,vieille,dame,cassée
vieille,dame,cassée,tremblante
dame,cassée,tremblante,ne
cassée,tremblante,ne,cessait
tremblante,ne,cessait,de
ne,cessait,de,causer
cessait,de,causer,gaiement
de,causer,gaiement,et
causer,gaiement,et,de
gaiement,et,de,rire
et,de,rire,la
de,rire,la,jeune
rire,la,jeune,fille
la,jeune,fille,répondait
jeune,fille,répondait,doucement
fille,répondait,doucement,et
répondait,doucement,et,lorsqu
doucement,et,lorsqu,elles
et,lorsqu,elles,descendirent
lorsqu,elles,descendirent,sur
elles,descendirent,sur,l
descendirent,sur,l,embarcadère
sur,l,embarcadère,elle
l,embarcadère,elle,eut
embarcadère,elle,eut,ce
elle,eut,ce,même
eut,ce,même,regard
ce,même,regard,innocent
même,regard,innocent,et
regard,innocent,et,grave
innocent,et,grave,qui
et,grave,qui,semblait
grave,qui,semblait,dire:
qui,semblait,dire:,qui
semblait,dire:,qui,êtes-vous
dire:,qui,êtes-vous,que
qui,êtes-vous,que,faites-vous
êtes-vous,que,faites-vous,ici
que,faites-vous,ici,je
faites-vous,ici,je,ne
ici,je,ne,vous
je,ne,vous,connais
ne,vous,connais,pas
vous,connais,pas,et
connais,pas,et,pourtant
pas,et,pourtant,il
et,pourtant,il,me
pourtant,il,me,semble
il,me,semble,que
me,semble,que,je
semble,que,je,vous
que,je,vous,connais
je,vous,connais,d
vous,connais,d,autres
connais,d,autres,invités
d,autres,invités,étaient
autres,invités,étaient,maintenant
invités,étaient,maintenant,épars
étaient,maintenant,épars,entre
maintenant,épars,entre,les
épars,entre,les,arbres
entre,les,arbres,attendant
les,arbres,attendant,et
arbres,attendant,et,trois
attendant,et,trois,bateaux
et,trois,bateaux,de
trois,bateaux,de,plaisance
bateaux,de,plaisance,accostaient
de,plaisance,accostaient,prêts
plaisance,accostaient,prêts,à
accostaient,prêts,à,recevoir
prêts,à,recevoir,les
à,recevoir,les,promeneurs
recevoir,les,promeneurs,un
les,promeneurs,un,à
promeneurs,un,à,un
un,à,un,sur
à,un,sur,le
un,sur,le,passage
sur,le,passage,des
le,passage,des,dames
passage,des,dames,qui
des,dames,qui,paraissaient
dames,qui,paraissaient,être
qui,paraissaient,être,la
paraissaient,être,la,châtelaine
être,la,châtelaine,et
la,châtelaine,et,sa
châtelaine,et,sa,fille
et,sa,fille,les
sa,fille,les,jeunes
fille,les,jeunes,gens
les,jeunes,gens,saluaient
jeunes,gens,saluaient,profondément
gens,saluaient,profondément,et
saluaient,profondément,et,les
profondément,et,les,demoiselles
et,les,demoiselles,s
les,demoiselles,s,inclinaient
demoiselles,s,inclinaient,etrange
s,inclinaient,etrange,matinée
inclinaient,etrange,matinée,etrange
etrange,matinée,etrange,partie
matinée,etrange,partie,de
etrange,partie,de,plaisir
partie,de,plaisir,il
de,plaisir,il,faisait
plaisir,il,faisait,froid
il,faisait,froid,malgré
faisait,froid,malgré,le
froid,malgré,le,soleil
malgré,le,soleil,d
le,soleil,d,hiver
soleil,d,hiver,et
d,hiver,et,les
hiver,et,les,femmes
et,les,femmes,enroulaient
les,femmes,enroulaient,autour
femmes,enroulaient,autour,de
enroulaient,autour,de,leur
autour,de,leur,cou
de,leur,cou,ces
leur,cou,ces,boas
cou,ces,boas,de
ces,boas,de,plumes
boas,de,plumes,qui
de,plumes,qui,étaient
plumes,qui,étaient,alors
qui,étaient,alors,à
étaient,alors,à,la
alors,à,la,mode
à,la,mode,la
la,mode,la,vieille
mode,la,vieille,dame
la,vieille,dame,resta
vieille,dame,resta,sur
dame,resta,sur,la
resta,sur,la,rive
sur,la,rive,et
la,rive,et,sans
rive,et,sans,savoir
et,sans,savoir,comment
sans,savoir,comment,meaulnes
savoir,comment,meaulnes,se
comment,meaulnes,se,trouva
meaulnes,se,trouva,dans
se,trouva,dans,le
trouva,dans,le,même
dans,le,même,yacht
le,même,yacht,que
même,yacht,que,la
yacht,que,la,jeune
que,la,jeune,châtelaine
la,jeune,châtelaine,il
jeune,châtelaine,il,s
châtelaine,il,s,accouda
il,s,accouda,sur
s,accouda,sur,le
accouda,sur,le,pont
sur,le,pont,tenant
le,pont,tenant,d
pont,tenant,d,une
tenant,d,une,main
d,une,main,d
une,main,d,une
main,d,une,main
d,une,main,son
une,main,son,chapeau
main,son,chapeau,battu
son,chapeau,battu,par
chapeau,battu,par,le
battu,par,le,grand
par,le,grand,vent
le,grand,vent,et
grand,vent,et,il
vent,et,il,put
et,il,put,regarder
il,put,regarder,à
put,regarder,à,l
regarder,à,l,aise
à,l,aise,le
l,aise,le,jeune
aise,le,jeune,fille
le,jeune,fille,qui
jeune,fille,qui,s
fille,qui,s,était
qui,s,était,assise
s,était,assise,à
était,assise,à,l
assise,à,l,abri
à,l,abri,elle
l,abri,elle,aussi
abri,elle,aussi,le
elle,aussi,le,regardait
aussi,le,regardait,elle
le,regardait,elle,répondait
regardait,elle,répondait,à
elle,répondait,à,ses
répondait,à,ses,compagnes
à,ses,compagnes,souriait
ses,compagnes,souriait,puis
compagnes,souriait,puis,posait
souriait,puis,posait,doucement
puis,posait,doucement,ses
posait,doucement,ses,yeux
doucement,ses,yeux,bleus
ses,yeux,bleus,sur
yeux,bleus,sur,lui
bleus,sur,lui,en
sur,lui,en,tenant
lui,en,tenant,sa
en,tenant,sa,lèvre
tenant,sa,lèvre,un
sa,lèvre,un,peu
lèvre,un,peu,mordue
un,peu,mordue,un
peu,mordue,un,grand
mordue,un,grand,silence
un,grand,silence,régnait
grand,silence,régnait,sur
silence,régnait,sur,les
régnait,sur,les,berges
sur,les,berges,prochaines
les,berges,prochaines,le
berges,prochaines,le,bateau
prochaines,le,bateau,filait
le,bateau,filait,avec
bateau,filait,avec,un
filait,avec,un,brui
avec,un,brui,calme
un,brui,calme,de
brui,calme,de,machine
calme,de,machine,et
de,machine,et,d
machine,et,d,eau
et,d,eau,on
d,eau,on,eût
eau,on,eût,pu
on,eût,pu,se
eût,pu,se,croire
pu,se,croire,au
se,croire,au,coeur
croire,au,coeur,de
au,coeur,de,l
coeur,de,l,été
de,l,été,on
l,été,on,allait
été,on,allait,aborder
on,allait,aborder,semblait-il
allait,aborder,semblait-il,dans
aborder,semblait-il,dans,le
semblait-il,dans,le,beau
dans,le,beau,jardin
le,beau,jardin,de
beau,jardin,de,quelque
jardin,de,quelque,maison
de,quelque,maison,de
quelque,maison,de,campagne
maison,de,campagne,la
de,campagne,la,jeune
campagne,la,jeune,fille
la,jeune,fille,s
jeune,fille,s,y
fille,s,y,promènerait
s,y,promènerait,sous
y,promènerait,sous,une
promènerait,sous,une,ombrelle
sous,une,ombrelle,blanche
une,ombrelle,blanche,jusqu
ombrelle,blanche,jusqu,au
blanche,jusqu,au,soir
jusqu,au,soir,on
au,soir,on,entendrait
soir,on,entendrait,les
on,entendrait,les,tourterelles
entendrait,les,tourterelles,gémir
les,tourterelles,gémir,mais
tourterelles,gémir,mais,soudain
gémir,mais,soudain,une
mais,soudain,une,rafale
soudain,une,rafale,glacée
une,rafale,glacée,venait
rafale,glacée,venait,rappeler
glacée,venait,rappeler,décembre
venait,rappeler,décembre,aux
rappeler,décembre,aux,invités
décembre,aux,invités,de
aux,invités,de,cette
invités,de,cette,étrange
de,cette,étrange,fête
cette,étrange,fête,on
étrange,fête,on,aborda
fête,on,aborda,devant
on,aborda,devant,un
aborda,devant,un,bois
devant,un,bois,de
un,bois,de,sapins
bois,de,sapins,sur
de,sapins,sur,le
sapins,sur,le,débarcadère
sur,le,débarcadère,les
le,débarcadère,les,passages
débarcadère,les,passages,durent
les,passages,durent,attendre
passages,durent,attendre,un
durent,attendre,un,instant
attendre,un,instant,serrés
un,instant,serrés,les
instant,serrés,les,uns
serrés,les,uns,contre
les,uns,contre,les
uns,contre,les,autres
contre,les,autres,qu
les,autres,qu,un
autres,qu,un,des
qu,un,des,bateliers
un,des,bateliers,eût
des,bateliers,eût,ouvert
bateliers,eût,ouvert,le
eût,ouvert,le,cadenas
ouvert,le,cadenas,de
le,cadenas,de,la
cadenas,de,la,barrière
de,la,barrière,avec
la,barrière,avec,quel
barrière,avec,quel,émoi
avec,quel,émoi,meaulnes
quel,émoi,meaulnes,se
émoi,meaulnes,se,rappelait
meaulnes,se,rappelait,dans
se,rappelait,dans,la
rappelait,dans,la,suite
dans,la,suite,cette
la,suite,cette,minute
suite,cette,minute,où
cette,minute,où,sur
minute,où,sur,le
où,sur,le,bord
sur,le,bord,de
le,bord,de,l
bord,de,l,étang
de,l,étang,il
l,étang,il,avait
étang,il,avait,eu
il,avait,eu,très
avait,eu,très,près
eu,très,près,du
très,près,du,sien
près,du,sien,le
du,sien,le,visage
sien,le,visage,désormais
le,visage,désormais,perdu
visage,désormais,perdu,de
désormais,perdu,de,la
